Date,Open,High,Low,Close
10-02-2009, 117.37 , 118.39 , 114.30 , 116.41 
11-02-2009, 115.70 , 116.50 , 110.71 , 115.89 
12-02-2009, 114.68 , 117.66 , 114.50 , 115.92 
13-02-2009, 116.60 , 120.60 , 116.60 , 119.59 
16-02-2009, 118.06 , 119.19 , 112.76 , 113.68 
17-02-2009, 112.80 , 112.80 , 109.14 , 109.88 
18-02-2009, 109.80 , 110.50 , 106.50 , 107.09 
19-02-2009, 108.80 , 109.35 , 105.10 , 105.87 
20-02-2009, 104.78 , 105.64 , 103.50 , 104.40 
24-02-2009, 105.06 , 105.06 , 99.61 , 102.78 
25-02-2009, 105.50 , 105.90 , 103.00 , 103.66 
26-02-2009, 103.90 , 105.50 , 101.50 , 102.31 
27-02-2009, 102.34 , 103.60 , 100.62 , 102.53 
02-03-2009, 101.47 , 101.50 , 98.50 , 99.45 
03-03-2009, 99.50 , 100.70 , 96.85 , 97.43 
04-03-2009, 98.20 , 98.60 , 95.10 , 95.70 
05-03-2009, 96.99 , 97.80 , 92.30 , 93.43 
06-03-2009, 92.50 , 95.79 , 91.11 , 94.11 
09-03-2009, 93.20 , 93.95 , 89.15 , 89.53 
12-03-2009, 93.40 , 93.40 , 89.71 , 91.13 
13-03-2009, 92.28 , 95.57 , 92.28 , 95.31 
16-03-2009, 95.59 , 99.10 , 95.44 , 98.71 
17-03-2009, 99.10 , 99.79 , 94.65 , 95.00 
18-03-2009, 95.48 , 97.50 , 95.48 , 96.03 
19-03-2009, 95.80 , 97.60 , 93.60 , 96.87 
20-03-2009, 95.66 , 96.85 , 94.50 , 95.47 
23-03-2009, 96.50 , 102.96 , 96.13 , 102.36 
24-03-2009, 103.50 , 108.50 , 102.50 , 103.22 
25-03-2009, 103.90 , 105.95 , 102.22 , 105.00 
26-03-2009, 106.38 , 110.50 , 104.82 , 109.55 
27-03-2009, 110.50 , 113.40 , 108.54 , 112.43 
30-03-2009, 111.10 , 111.90 , 101.40 , 102.24 
31-03-2009, 103.21 , 108.50 , 99.51 , 106.71 
01-04-2009, 107.61 , 108.47 , 102.33 , 107.75 
02-04-2009, 110.11 , 117.00 , 110.11 , 114.71 
06-04-2009, 117.55 , 119.40 , 110.83 , 112.47 
08-04-2009, 109.00 , 113.90 , 107.04 , 112.38 
09-04-2009, 115.02 , 116.20 , 111.33 , 114.03 
13-04-2009, 116.08 , 123.00 , 115.50 , 121.79 
15-04-2009, 119.03 , 131.00 , 118.57 , 129.48 
16-04-2009, 130.50 , 132.09 , 125.00 , 126.08 
17-04-2009, 129.90 , 135.50 , 127.67 , 130.48 
20-04-2009, 131.00 , 134.20 , 127.51 , 129.46 
21-04-2009, 127.06 , 128.50 , 124.07 , 125.38 
22-04-2009, 126.49 , 127.80 , 122.30 , 123.14 
23-04-2009, 123.33 , 128.09 , 120.14 , 126.60 
24-04-2009, 127.46 , 132.50 , 125.90 , 131.12 
27-04-2009, 128.90 , 133.00 , 126.50 , 127.82 
28-04-2009, 127.60 , 129.85 , 123.00 , 123.56 
29-04-2009, 124.50 , 129.20 , 124.20 , 127.86 
30-04-2009, 129.12 , 129.12 , 129.12 , 129.12 
04-05-2009, 132.52 , 137.30 , 132.26 , 136.63 
05-05-2009, 137.50 , 138.60 , 133.57 , 134.52 
06-05-2009, 135.40 , 137.70 , 131.01 , 132.24 
07-05-2009, 137.87 , 137.87 , 133.50 , 136.95 
08-05-2009, 136.98 , 137.50 , 130.61 , 132.46 
11-05-2009, 134.50 , 137.40 , 124.71 , 125.82 
12-05-2009, 125.00 , 130.00 , 124.00 , 129.51 
13-05-2009, 130.00 , 131.00 , 125.50 , 126.14 
14-05-2009, 124.97 , 127.59 , 121.95 , 126.74 
15-05-2009, 126.70 , 132.49 , 126.70 , 131.35 
18-05-2009, 144.50 , 168.80 , 144.50 , 157.65 
19-05-2009, 164.80 , 184.38 , 150.00 , 175.40 
20-05-2009, 174.00 , 182.00 , 171.20 , 178.12 
21-05-2009, 176.00 , 177.90 , 170.00 , 171.22 
22-05-2009, 168.70 , 173.99 , 167.60 , 173.20 
25-05-2009, 173.68 , 174.27 , 169.50 , 172.24 
26-05-2009, 170.60 , 176.05 , 167.00 , 168.95 
27-05-2009, 171.01 , 179.97 , 171.01 , 179.29 
28-05-2009, 178.00 , 183.70 , 176.75 , 182.96 
29-05-2009, 183.10 , 189.21 , 182.70 , 186.88 
01-06-2009, 203.97 , 203.97 , 184.27 , 187.68 
02-06-2009, 188.00 , 194.10 , 181.88 , 190.69 
03-06-2009, 191.50 , 192.99 , 185.80 , 187.96 
04-06-2009, 186.50 , 189.53 , 184.10 , 188.29 
05-06-2009, 189.50 , 189.80 , 181.00 , 181.76 
08-06-2009, 182.90 , 183.00 , 168.43 , 169.60 
09-06-2009, 168.99 , 177.50 , 167.90 , 176.36 
10-06-2009, 176.40 , 179.99 , 174.01 , 175.68 
11-06-2009, 176.50 , 176.50 , 168.00 , 169.35 
12-06-2009, 171.00 , 172.34 , 162.60 , 163.46 
15-06-2009, 162.90 , 167.40 , 161.00 , 164.19 
16-06-2009, 161.64 , 172.20 , 159.90 , 171.43 
17-06-2009, 170.90 , 171.80 , 165.27 , 166.24 
18-06-2009, 169.78 , 172.87 , 165.90 , 170.33 
19-06-2009, 171.53 , 174.50 , 167.71 , 172.46 
22-06-2009, 173.10 , 176.00 , 168.60 , 169.54 
23-06-2009, 167.50 , 172.50 , 166.45 , 170.79 
24-06-2009, 172.40 , 173.00 , 169.50 , 171.68 
25-06-2009, 173.00 , 174.00 , 170.00 , 170.40 
26-06-2009, 170.99 , 175.90 , 169.00 , 174.93 
29-06-2009, 175.49 , 178.00 , 173.55 , 176.51 
30-06-2009, 178.30 , 178.31 , 173.31 , 174.53 
01-07-2009, 173.10 , 179.40 , 172.11 , 177.96 
02-07-2009, 178.50 , 179.00 , 173.23 , 175.95 
03-07-2009, 174.40 , 182.20 , 173.10 , 180.96 
06-07-2009, 180.00 , 183.99 , 163.32 , 165.35 
07-07-2009, 168.00 , 169.70 , 161.91 , 163.63 
08-07-2009, 162.99 , 162.99 , 156.65 , 158.07 
09-07-2009, 158.50 , 162.48 , 157.01 , 160.40 
10-07-2009, 160.90 , 161.80 , 153.10 , 154.37 
13-07-2009, 153.50 , 157.40 , 151.06 , 154.65 
14-07-2009, 157.00 , 158.99 , 156.70 , 158.26 
15-07-2009, 159.00 , 164.78 , 158.60 , 163.70 
16-07-2009, 165.20 , 166.00 , 159.52 , 160.42 
17-07-2009, 162.00 , 168.30 , 161.70 , 167.40 
20-07-2009, 168.00 , 173.94 , 164.10 , 172.29 
21-07-2009, 172.20 , 174.00 , 168.00 , 171.15 
22-07-2009, 172.00 , 174.70 , 168.32 , 169.39 
23-07-2009, 171.00 , 174.00 , 170.25 , 172.71 
24-07-2009, 174.00 , 174.49 , 169.11 , 169.86 
27-07-2009, 171.00 , 172.80 , 169.50 , 171.13 
28-07-2009, 174.08 , 174.08 , 167.21 , 168.18 
29-07-2009, 165.20 , 167.99 , 162.13 , 165.68 
30-07-2009, 166.10 , 174.40 , 165.01 , 172.28 
31-07-2009, 174.10 , 182.23 , 174.00 , 181.16 
03-08-2009, 182.00 , 186.40 , 180.10 , 184.71 
04-08-2009, 187.00 , 188.80 , 183.63 , 185.74 
05-08-2009, 185.51 , 187.37 , 183.02 , 184.35 
06-08-2009, 184.30 , 185.50 , 178.90 , 179.66 
07-08-2009, 177.07 , 180.00 , 172.00 , 174.33 
10-08-2009, 179.74 , 179.74 , 170.00 , 171.10 
11-08-2009, 171.60 , 175.50 , 170.57 , 172.93 
12-08-2009, 170.91 , 171.99 , 167.13 , 170.27 
13-08-2009, 174.00 , 181.00 , 172.56 , 179.76 
14-08-2009, 180.50 , 181.49 , 178.10 , 180.07 
17-08-2009, 177.26 , 178.15 , 170.55 , 171.35 
18-08-2009, 171.35 , 176.00 , 170.81 , 173.45 
19-08-2009, 173.60 , 174.74 , 167.00 , 169.11 
20-08-2009, 171.00 , 176.50 , 170.99 , 175.32 
21-08-2009, 174.60 , 178.31 , 172.04 , 177.59 
24-08-2009, 179.00 , 181.50 , 177.89 , 179.02 
25-08-2009, 177.90 , 178.15 , 174.10 , 174.76 
26-08-2009, 177.27 , 177.27 , 173.32 , 173.97 
27-08-2009, 174.00 , 176.90 , 172.20 , 175.38 
28-08-2009, 179.90 , 179.90 , 176.00 , 178.18 
31-08-2009, 176.50 , 177.38 , 173.60 , 174.29 
01-09-2009, 176.10 , 178.10 , 172.60 , 173.32 
02-09-2009, 173.10 , 175.00 , 171.50 , 173.44 
03-09-2009, 174.90 , 175.69 , 173.72 , 174.70 
04-09-2009, 175.23 , 177.40 , 174.31 , 176.24 
07-09-2009, 177.26 , 182.19 , 177.10 , 181.34 
08-09-2009, 183.50 , 190.99 , 181.80 , 189.40 
09-09-2009, 189.00 , 190.77 , 187.10 , 189.48 
10-09-2009, 191.01 , 192.50 , 187.11 , 188.15 
11-09-2009, 189.95 , 194.77 , 187.63 , 192.05 
14-09-2009, 192.90 , 196.45 , 191.06 , 195.65 
15-09-2009, 198.97 , 201.99 , 196.01 , 200.80 
16-09-2009, 204.99 , 209.90 , 201.50 , 208.67 
17-09-2009, 211.00 , 214.27 , 208.35 , 210.18 
18-09-2009, 208.50 , 216.20 , 207.95 , 214.78 
22-09-2009, 214.00 , 218.50 , 213.00 , 217.07 
23-09-2009, 218.50 , 218.76 , 213.50 , 214.16 
24-09-2009, 212.10 , 217.79 , 211.49 , 216.73 
25-09-2009, 215.00 , 217.30 , 213.00 , 213.85 
29-09-2009, 214.13 , 216.70 , 208.50 , 209.20 
30-09-2009, 210.00 , 221.90 , 208.52 , 219.49 
01-10-2009, 219.15 , 223.50 , 217.03 , 221.07 
05-10-2009, 221.50 , 221.50 , 211.18 , 213.32 
06-10-2009, 215.94 , 216.74 , 209.93 , 215.87 
07-10-2009, 216.51 , 218.95 , 208.60 , 210.17 
08-10-2009, 211.50 , 213.46 , 209.66 , 211.60 
09-10-2009, 212.13 , 212.99 , 204.70 , 206.76 
12-10-2009, 209.87 , 218.50 , 206.68 , 217.27 
13-10-2009, 218.30 , 218.30 , 218.30 , 218.30 
14-10-2009, 218.53 , 228.60 , 217.50 , 227.24 
15-10-2009, 229.89 , 233.99 , 227.50 , 232.87 
16-10-2009, 233.40 , 247.40 , 231.00 , 244.63 
20-10-2009, 246.00 , 249.90 , 244.66 , 247.09 
21-10-2009, 247.00 , 247.00 , 238.00 , 238.61 
22-10-2009, 237.27 , 238.47 , 231.51 , 232.48 
23-10-2009, 230.26 , 237.97 , 227.26 , 235.46 
26-10-2009, 236.50 , 237.39 , 229.50 , 230.55 
27-10-2009, 229.50 , 233.90 , 218.49 , 220.27 
28-10-2009, 221.87 , 223.25 , 211.66 , 221.29 
29-10-2009, 216.26 , 222.34 , 216.26 , 219.63 
30-10-2009, 221.50 , 229.90 , 218.05 , 219.10 
03-11-2009, 218.70 , 218.70 , 209.00 , 210.30 
04-11-2009, 213.00 , 218.50 , 205.74 , 217.13 
05-11-2009, 217.77 , 217.77 , 208.43 , 213.93 
06-11-2009, 216.00 , 222.60 , 215.50 , 220.50 
09-11-2009, 221.50 , 232.50 , 221.00 , 231.82 
10-11-2009, 233.80 , 238.19 , 232.50 , 236.89 
11-11-2009, 236.50 , 238.45 , 233.00 , 237.82 
12-11-2009, 237.00 , 237.82 , 227.60 , 229.37 
13-11-2009, 227.60 , 233.30 , 226.26 , 229.99 
16-11-2009, 227.26 , 237.26 , 227.26 , 234.55 
17-11-2009, 235.98 , 236.00 , 229.66 , 235.07 
18-11-2009, 234.76 , 235.90 , 231.50 , 232.78 
19-11-2009, 232.90 , 232.91 , 227.01 , 228.13 
20-11-2009, 228.10 , 234.60 , 224.10 , 233.49 
23-11-2009, 234.70 , 234.70 , 230.59 , 232.00 
24-11-2009, 232.00 , 235.00 , 229.80 , 230.55 
25-11-2009, 230.40 , 234.40 , 230.03 , 232.21 
26-11-2009, 232.94 , 232.94 , 224.55 , 225.46 
27-11-2009, 222.16 , 226.90 , 214.30 , 224.29 
30-11-2009, 228.00 , 229.22 , 221.85 , 223.96 
01-12-2009, 224.60 , 229.80 , 224.31 , 229.16 
02-12-2009, 230.98 , 235.17 , 230.16 , 230.90 
03-12-2009, 232.90 , 236.43 , 230.50 , 235.46 
04-12-2009, 233.00 , 237.50 , 232.12 , 232.80 
07-12-2009, 233.50 , 234.98 , 230.63 , 232.18 
08-12-2009, 231.46 , 232.96 , 227.88 , 230.73 
09-12-2009, 229.77 , 231.90 , 227.60 , 229.39 
10-12-2009, 229.00 , 231.20 , 227.10 , 229.70 
11-12-2009, 231.00 , 232.50 , 226.00 , 226.65 
14-12-2009, 226.70 , 228.49 , 224.07 , 224.69 
15-12-2009, 226.00 , 226.00 , 217.50 , 218.05 
16-12-2009, 216.95 , 219.00 , 214.60 , 215.26 
17-12-2009, 215.12 , 217.85 , 212.52 , 216.62 
18-12-2009, 215.21 , 218.10 , 213.10 , 214.54 
21-12-2009, 214.90 , 216.69 , 213.51 , 214.57 
22-12-2009, 215.50 , 217.55 , 215.50 , 216.60 
23-12-2009, 217.10 , 221.50 , 217.10 , 221.00 
24-12-2009, 223.50 , 223.50 , 220.13 , 221.90 
29-12-2009, 222.51 , 223.75 , 220.79 , 222.01 
30-12-2009, 222.20 , 223.79 , 221.23 , 222.43 
31-12-2009, 223.50 , 228.37 , 222.90 , 226.90 
04-01-2010, 227.50 , 230.00 , 227.50 , 229.12 
05-01-2010, 230.80 , 231.00 , 228.01 , 229.21 
06-01-2010, 229.70 , 231.50 , 228.50 , 230.58 
07-01-2010, 230.60 , 231.00 , 228.11 , 229.29 
08-01-2010, 229.40 , 230.39 , 228.01 , 228.60 
11-01-2010, 229.70 , 231.27 , 226.32 , 226.72 
12-01-2010, 226.70 , 227.00 , 219.62 , 220.32 
13-01-2010, 219.50 , 219.50 , 215.81 , 217.59 
14-01-2010, 218.80 , 219.90 , 214.55 , 215.74 
15-01-2010, 216.80 , 217.84 , 213.68 , 214.34 
18-01-2010, 217.50 , 218.30 , 214.28 , 215.64 
19-01-2010, 216.98 , 218.70 , 215.70 , 217.31 
20-01-2010, 218.40 , 218.66 , 215.26 , 215.99 
21-01-2010, 215.90 , 216.13 , 211.23 , 212.41 
22-01-2010, 210.01 , 210.65 , 205.30 , 208.74 
25-01-2010, 205.55 , 213.70 , 205.55 , 209.16 
27-01-2010, 206.00 , 206.84 , 197.11 , 198.76 
28-01-2010, 210.00 , 210.00 , 199.10 , 200.32 
29-01-2010, 199.00 , 206.74 , 195.51 , 205.66 
01-02-2010, 214.80 , 214.80 , 201.55 , 202.13 
02-02-2010, 203.02 , 204.52 , 197.41 , 197.84 
03-02-2010, 198.63 , 201.59 , 198.35 , 199.88 
04-02-2010, 199.60 , 199.67 , 194.00 , 194.79 
05-02-2010, 193.00 , 193.00 , 186.31 , 189.78 
06-02-2010, NA , NA , NA , NA 
08-02-2010, 190.00 , 194.78 , 188.37 , 193.65 
09-02-2010, 193.10 , 195.80 , 192.50 , 195.03 
10-02-2010, 197.00 , 197.00 , 189.50 , 191.18 
11-02-2010, 192.39 , 194.00 , 191.10 , 191.76 
15-02-2010, 192.50 , 192.50 , 188.63 , 189.50 
16-02-2010, 191.40 , 192.50 , 189.50 , 192.06 
17-02-2010, 193.50 , 196.25 , 192.73 , 195.68 
18-02-2010, 195.79 , 196.00 , 192.73 , 194.24 
19-02-2010, 192.50 , 193.40 , 189.01 , 190.53 
22-02-2010, 192.00 , 193.50 , 191.01 , 191.63 
23-02-2010, 191.49 , 193.45 , 190.66 , 191.19 
24-02-2010, 190.60 , 193.00 , 190.00 , 192.13 
25-02-2010, 192.50 , 193.00 , 190.34 , 191.37 
26-02-2010, 192.50 , 203.20 , 191.50 , 197.43 
02-03-2010, 199.05 , 201.10 , 197.42 , 198.66 
03-03-2010, 198.91 , 202.59 , 198.91 , 202.24 
04-03-2010, 202.30 , 204.47 , 201.20 , 203.27 
05-03-2010, 204.50 , 205.90 , 202.11 , 204.72 
08-03-2010, 206.00 , 211.25 , 203.31 , 206.60 
09-03-2010, 203.26 , 207.80 , 203.26 , 204.46 
10-03-2010, 205.02 , 205.02 , 202.64 , 203.73 
11-03-2010, 204.00 , 205.28 , 201.83 , 204.57 
12-03-2010, 204.20 , 206.26 , 203.87 , 204.79 
15-03-2010, 203.95 , 204.48 , 201.11 , 201.51 
16-03-2010, 201.71 , 202.50 , 199.76 , 201.59 
17-03-2010, 202.01 , 204.20 , 201.57 , 202.73 
18-03-2010, 203.00 , 205.05 , 201.05 , 202.96 
19-03-2010, 204.00 , 206.59 , 203.33 , 205.85 
22-03-2010, 202.51 , 205.38 , 201.00 , 204.10 
23-03-2010, 204.20 , 205.66 , 201.86 , 204.85 
25-03-2010, 204.46 , 206.16 , 202.52 , 204.96 
26-03-2010, 205.49 , 207.80 , 204.51 , 207.29 
29-03-2010, 207.50 , 210.50 , 207.30 , 209.51 
30-03-2010, 209.51 , 212.20 , 207.50 , 208.26 
31-03-2010, 208.50 , 209.89 , 207.34 , 207.82 
01-04-2010, 208.00 , 210.80 , 207.53 , 210.26 
05-04-2010, 211.50 , 214.22 , 210.50 , 213.82 
06-04-2010, 214.39 , 214.77 , 211.21 , 212.35 
07-04-2010, 213.03 , 213.50 , 209.60 , 211.09 
08-04-2010, 210.50 , 210.98 , 208.76 , 209.59 
09-04-2010, 210.00 , 212.50 , 209.35 , 210.61 
12-04-2010, 211.50 , 211.50 , 208.00 , 209.20 
13-04-2010, 209.70 , 211.20 , 206.30 , 209.40 
15-04-2010, 209.66 , 210.90 , 204.80 , 205.40 
16-04-2010, 205.00 , 205.49 , 202.52 , 204.77 
19-04-2010, 203.99 , 204.49 , 201.20 , 203.24 
20-04-2010, 204.24 , 210.66 , 202.10 , 209.84 
21-04-2010, 211.00 , 211.90 , 208.66 , 210.58 
22-04-2010, 208.21 , 224.89 , 208.21 , 222.31 
23-04-2010, 223.00 , 229.40 , 221.10 , 226.06 
26-04-2010, 226.40 , 227.90 , 224.11 , 225.15 
27-04-2010, 225.20 , 225.50 , 220.91 , 221.78 
28-04-2010, 220.40 , 225.18 , 218.25 , 223.22 
29-04-2010, 224.00 , 228.50 , 223.50 , 227.40 
30-04-2010, 228.00 , 231.89 , 228.00 , 230.07 
03-05-2010, 229.00 , 230.50 , 227.71 , 229.71 
04-05-2010, 230.50 , 231.59 , 227.31 , 228.01 
05-05-2010, 226.00 , 228.50 , 224.05 , 227.62 
06-05-2010, 228.00 , 232.00 , 226.23 , 231.16 
07-05-2010, 227.52 , 229.18 , 221.84 , 222.62 
10-05-2010, 225.00 , 232.51 , 224.21 , 230.79 
11-05-2010, 231.40 , 233.90 , 228.12 , 228.79 
12-05-2010, 229.00 , 233.90 , 228.20 , 232.42 
13-05-2010, 233.20 , 234.90 , 230.62 , 231.77 
14-05-2010, 231.50 , 233.39 , 221.16 , 222.43 
17-05-2010, 221.00 , 227.20 , 214.13 , 225.07 
18-05-2010, 224.79 , 229.80 , 223.13 , 228.00 
19-05-2010, 226.00 , 227.30 , 219.00 , 221.41 
20-05-2010, 222.20 , 228.20 , 222.11 , 226.75 
21-05-2010, 222.20 , 228.00 , 221.04 , 227.12 
24-05-2010, 228.20 , 231.10 , 222.29 , 223.12 
25-05-2010, 222.00 , 222.00 , 213.80 , 215.51 
26-05-2010, 217.18 , 218.60 , 215.16 , 217.36 
27-05-2010, 217.00 , 224.80 , 215.73 , 221.94 
28-05-2010, 224.40 , 225.88 , 220.32 , 223.94 
31-05-2010, 223.00 , 227.45 , 223.00 , 226.88 
01-06-2010, 225.11 , 227.60 , 220.21 , 220.96 
02-06-2010, 221.22 , 226.70 , 221.00 , 225.82 
03-06-2010, 226.51 , 230.60 , 226.51 , 228.73 
04-06-2010, 229.00 , 234.80 , 227.90 , 234.07 
07-06-2010, 225.12 , 232.00 , 223.29 , 228.68 
08-06-2010, 228.80 , 233.15 , 226.86 , 228.38 
09-06-2010, 228.50 , 230.90 , 225.80 , 227.25 
10-06-2010, 226.60 , 233.80 , 226.60 , 232.68 
11-06-2010, 263.01 , 263.01 , 232.61 , 233.99 
14-06-2010, 234.50 , 235.99 , 232.60 , 234.50 
15-06-2010, 234.99 , 237.43 , 232.00 , 236.42 
16-06-2010, 241.70 , 241.70 , 234.54 , 236.17 
17-06-2010, 235.90 , 236.20 , 232.35 , 235.09 
18-06-2010, 234.99 , 237.99 , 234.00 , 237.26 
21-06-2010, 237.50 , 240.27 , 237.50 , 238.78 
22-06-2010, 237.50 , 239.40 , 235.01 , 235.46 
23-06-2010, 235.00 , 235.80 , 232.85 , 234.96 
24-06-2010, 235.00 , 236.60 , 233.80 , 235.76 
25-06-2010, 235.01 , 235.50 , 228.50 , 230.08 
28-06-2010, 228.80 , 231.45 , 227.50 , 230.37 
29-06-2010, 230.50 , 232.89 , 228.12 , 229.12 
30-06-2010, 227.98 , 231.20 , 227.50 , 230.20 
01-07-2010, 229.11 , 229.90 , 225.40 , 226.23 
02-07-2010, 226.50 , 227.99 , 225.74 , 226.51 
05-07-2010, 226.51 , 229.40 , 225.35 , 227.25 
06-07-2010, 227.30 , 231.90 , 226.84 , 231.28 
07-07-2010, 230.90 , 231.90 , 229.10 , 230.41 
08-07-2010, 231.50 , 236.68 , 231.50 , 235.68 
09-07-2010, 236.50 , 237.85 , 236.01 , 236.89 
12-07-2010, 237.51 , 241.20 , 237.01 , 240.07 
13-07-2010, 240.10 , 243.71 , 239.01 , 242.91 
14-07-2010, 243.70 , 247.90 , 243.70 , 246.45 
15-07-2010, 247.05 , 247.30 , 243.40 , 243.99 
16-07-2010, 244.50 , 246.48 , 242.81 , 244.90 
19-07-2010, 243.90 , 246.30 , 242.60 , 245.52 
20-07-2010, 245.52 , 246.49 , 244.02 , 244.90 
21-07-2010, 245.55 , 246.31 , 243.40 , 243.68 
22-07-2010, 242.71 , 248.74 , 241.77 , 247.63 
23-07-2010, 248.10 , 250.38 , 247.60 , 249.68 
26-07-2010, 249.80 , 250.24 , 240.21 , 241.01 
27-07-2010, 241.99 , 244.69 , 240.06 , 243.51 
28-07-2010, 243.46 , 247.80 , 242.32 , 247.13 
29-07-2010, 246.20 , 248.28 , 243.61 , 247.30 
30-07-2010, 246.00 , 252.20 , 245.04 , 250.29 
02-08-2010, 251.99 , 260.00 , 251.20 , 258.64 
03-08-2010, 259.89 , 261.67 , 257.90 , 260.05 
04-08-2010, 260.99 , 261.00 , 257.30 , 259.52 
05-08-2010, 260.00 , 266.27 , 259.00 , 264.57 
06-08-2010, 263.50 , 265.49 , 260.80 , 261.93 
09-08-2010, 262.50 , 265.52 , 261.60 , 265.08 
10-08-2010, 265.01 , 267.50 , 262.40 , 262.96 
11-08-2010, 262.50 , 264.70 , 259.06 , 259.96 
12-08-2010, 258.99 , 279.50 , 257.63 , 278.44 
13-08-2010, 278.40 , 287.97 , 278.40 , 285.02 
16-08-2010, 284.70 , 285.46 , 280.95 , 282.14 
17-08-2010, 282.50 , 285.61 , 281.15 , 281.85 
18-08-2010, 282.74 , 283.47 , 276.61 , 281.47 
19-08-2010, 281.51 , 282.48 , 278.27 , 280.57 
20-08-2010, 280.00 , 283.37 , 278.01 , 278.69 
23-08-2010, 279.00 , 284.25 , 277.05 , 282.33 
24-08-2010, 279.65 , 285.49 , 279.65 , 284.58 
25-08-2010, 283.60 , 285.45 , 281.50 , 282.36 
26-08-2010, 283.00 , 288.48 , 282.50 , 286.61 
27-08-2010, 286.16 , 286.55 , 278.50 , 279.44 
30-08-2010, 280.67 , 283.05 , 278.64 , 280.00 
31-08-2010, 279.00 , 279.00 , 274.16 , 276.64 
01-09-2010, 277.50 , 278.63 , 273.73 , 277.65 
02-09-2010, 278.99 , 280.48 , 275.10 , 275.91 
03-09-2010, 276.17 , 278.90 , 275.14 , 277.34 
06-09-2010, 277.50 , 287.20 , 277.50 , 285.91 
07-09-2010, 286.11 , 286.24 , 282.82 , 283.70 
08-09-2010, 282.51 , 290.60 , 280.92 , 289.59 
09-09-2010, 290.00 , 299.47 , 289.70 , 298.40 
13-09-2010, 299.11 , 316.60 , 299.11 , 314.86 
14-09-2010, 315.40 , 316.60 , 308.25 , 310.95 
15-09-2010, 310.60 , 312.47 , 304.33 , 306.03 
16-09-2010, 306.30 , 314.20 , 306.00 , 309.48 
17-09-2010, 314.00 , 314.00 , 308.00 , 309.27 
20-09-2010, 310.00 , 312.37 , 307.50 , 310.89 
21-09-2010, 311.50 , 312.90 , 308.57 , 309.88 
22-09-2010, 311.58 , 315.89 , 309.82 , 314.87 
23-09-2010, 315.80 , 316.50 , 312.63 , 313.95 
24-09-2010, 313.51 , 316.00 , 312.33 , 314.14 
27-09-2010, 314.50 , 319.98 , 314.50 , 318.07 
28-09-2010, 317.90 , 320.99 , 316.33 , 319.07 
29-09-2010, 319.00 , 322.50 , 318.62 , 319.57 
30-09-2010, 319.90 , 327.47 , 317.50 , 324.05 
01-10-2010, 323.94 , 328.80 , 322.10 , 327.21 
04-10-2010, 327.50 , 329.99 , 324.52 , 325.96 
05-10-2010, 325.50 , 327.51 , 323.72 , 324.80 
06-10-2010, 325.50 , 327.79 , 322.45 , 323.33 
07-10-2010, 323.60 , 324.69 , 320.80 , 321.99 
08-10-2010, 321.80 , 326.79 , 321.50 , 324.74 
11-10-2010, 325.80 , 327.35 , 324.52 , 326.50 
12-10-2010, 325.50 , 326.58 , 320.16 , 323.36 
13-10-2010, 323.99 , 331.50 , 322.30 , 330.56 
14-10-2010, 331.50 , 332.48 , 324.82 , 326.14 
15-10-2010, 328.10 , 328.10 , 315.02 , 316.57 
18-10-2010, 318.50 , 320.94 , 313.29 , 316.77 
19-10-2010, 318.48 , 320.40 , 310.57 , 311.66 
20-10-2010, 310.50 , 313.39 , 307.60 , 309.43 
21-10-2010, 310.80 , 320.95 , 310.61 , 319.51 
22-10-2010, 320.00 , 322.20 , 317.10 , 320.62 
25-10-2010, 320.90 , 325.24 , 320.80 , 323.92 
26-10-2010, 323.40 , 323.40 , 317.40 , 318.08 
27-10-2010, 317.94 , 321.38 , 315.67 , 318.79 
28-10-2010, 319.80 , 323.60 , 316.51 , 318.83 
29-10-2010, 318.02 , 318.83 , 311.80 , 315.06 
01-11-2010, 319.50 , 321.80 , 316.82 , 319.85 
02-11-2010, 319.90 , 324.00 , 317.67 , 320.18 
03-11-2010, 321.50 , 328.60 , 321.11 , 327.26 
04-11-2010, 329.80 , 344.90 , 328.61 , 343.35 
08-11-2010, 350.50 , 351.50 , 341.33 , 342.52 
09-11-2010, 333.00 , 334.80 , 326.11 , 327.26 
10-11-2010, 327.10 , 329.19 , 320.90 , 321.46 
11-11-2010, 322.20 , 325.40 , 316.61 , 317.60 
12-11-2010, 317.02 , 317.50 , 300.20 , 302.68 
15-11-2010, 303.20 , 317.47 , 301.00 , 316.35 
16-11-2010, 317.19 , 318.80 , 306.14 , 308.06 
18-11-2010, 310.80 , 311.10 , 296.50 , 306.51 
19-11-2010, 306.80 , 306.80 , 297.51 , 299.10 
22-11-2010, 300.13 , 305.00 , 298.05 , 303.98 
23-11-2010, 301.40 , 301.40 , 287.04 , 295.34 
24-11-2010, 295.55 , 297.61 , 281.43 , 285.10 
25-11-2010, 287.10 , 288.40 , 277.50 , 282.19 
26-11-2010, 283.11 , 290.97 , 279.17 , 286.27 
29-11-2010, 287.21 , 290.11 , 284.10 , 287.98 
30-11-2010, 287.24 , 299.99 , 285.52 , 299.22 
01-12-2010, 299.90 , 312.35 , 297.51 , 310.02 
02-12-2010, 312.36 , 317.36 , 308.70 , 309.92 
03-12-2010, 309.30 , 310.50 , 304.80 , 307.08 
06-12-2010, 307.97 , 309.00 , 293.50 , 295.23 
